,text,intent,length
9477,all people be not get kill in the street like animal blm mean my live matter too its not deny anyone else keep follow you stupid leader you sound like him,Non_hope_speech,31.0
13687,no itas not people be just ignorant and selfish and only care about themselves god love everyone as equalswe be not well than another saint and sinner he love us all,Non_hope_speech,31.0
8721,davis yeah i get it and i do not oppose blm by say that i just do not agree with extremist kill people that all but thank you for be respectful,Non_hope_speech,31.0
7945,i still can not understand in the comment what be there to agree with do you not agree that the sky be blue or water be wet i be soo confused,Non_hope_speech,31.0
3636,i get take down the statue but toss it into the cannel it will cause tax payer money to fish that out money that could go to outreach program or school,Non_hope_speech,31.0
14828,i wonder if blm protester will ever give voice to black and asian people who be currently smuggle into modern day slave labour in the uae and other middle east country,Non_hope_speech,31.0
21445,i be be sarcastic nim far from want to see anything in ruin nim full of sorrow nye bevan spin in his grave nand we should put our trust in boris johnson,Non_hope_speech,32.0
1053,do not watch it then its topic that be very much on point in today world something the comment section here just prove the amount of butthurt man in here be astounding,Non_hope_speech,32.0
20783,the purpose of the all lives matter movement or all life matter theory be to shut down and eliminate the black lives matter movement because the life of black people do not,Non_hope_speech,32.0
20469,munoz i think that the high conviction rate for innocent black people than for innocent white be largely because of other factor there be more black people in poverty than white people,Non_hope_speech,32.0
21392,oh my fault i apologize i think you be just do it to be annoying with that ok boomer comment i do not know you have dyslexia please stop call me boomer,Non_hope_speech,32.0
21373,it be big bad shame that blm protest over the death of criminal and not the child gun down for fun by the neighborhood gangster there be no crips and bloods here,Non_hope_speech,32.0
1367,what be your source of this view i have never see anything on this if it be true you know the medium would be all over it i believe you be mistaken,Non_hope_speech,32.0
8073,parsons be look for something specific and stumble on your stupidity and think i would let you know how fucken stupid and ignorant you be get well soon bless your heart da,Non_hope_speech,32.0
7691,maderani do not know the purpose of bring up an issue that be over year old and even it be own citizen pay it no respect us try to control the internet,Hope_speech,32.0
10663,priti patel be pay aps an hour to lobby for tobacco company that pay its burmese worker aps monthnno wonder she think pull down the statue of slave trader be utterly disgraceful,Non_hope_speech,32.0
7477,say all live matter be stupid thing to say because black life be target alot now and they say that because racist white people treat black life like they do not matter,Non_hope_speech,32.0
11203,pattyy she kinda look how i feel when i be still come to term with it and the way she react be very similar to how i do to this stuff too,Non_hope_speech,32.0
21199,blm be the moust rasist organisatin in history its put black on top of white no shoud be more we be all or we shoud be all ekual with right and dutis,Non_hope_speech,32.0
20501,sunshine littlephilly hmm wasnat aware that love my soulmate who be girl would send me to hell kinda make me the happy iave ever be love be beautiful no matter what form,Hope_speech,32.0
20615,white people build themselves the good country and society in the world be not white supremacy just because those society be design to benefit white people otherwise what be china yellow supremacy,Non_hope_speech,32.0
11886,i take that quiz and it put me at hostile sexist but take it again and put female as my gender instead for the same answer and i get hostile sexist fantastic,Non_hope_speech,32.0
10978,frostt your own gender have nothing to do with identify as pansexual it be pretty much as simple as someone gender not have significant effect on if you be attract to them,Non_hope_speech,32.0
7633,lol snoop dogg get kick out of long beach cause he do not contribute but alot do like master open up free college in new orleans and eminem contribute alot to detroit,Non_hope_speech,32.0
7503,cyclone i think every whoever be victim matter whether he be blue black yellow or white it be not about color what should we say if asians get persecute yellow life matter,Non_hope_speech,32.0
11447,the reason blm to bernie be because they are pay him to be puppet go look up their donation no money to black life but all donation go to rich white man,Non_hope_speech,32.0
11439,do not just get people tear down historic concentration camp some thing serve purpose of education and reflection on past atrocity the statue be not an active and st century racist icon,Non_hope_speech,32.0
8201,donat get it where not say that weare the only one that matter where say that we matter to that we want to be treat fairly like everyone else here in america,Non_hope_speech,32.0
6225,i hate black life matter i like everyone life matter stop try to make white people feel guilty we be all the same at the end of the day so start everyoneslivesmatter,Non_hope_speech,32.0
7406,bs no say they do not blm be about power and blame everyone else for the poor outcome that the american bear black underclass bring upon itself by not stay in school,Non_hope_speech,32.0
19860,i sub because of the expert explain thing to different people kind of video niam unsubbe because of this feminist nonsense nthere be no place and need for feminism in the west,Non_hope_speech,32.0
2789,walker say you do not agree with the lgbt community be like say you do not agree with black people we do not have choice to choose our sexuality or skin colour,Hope_speech,32.0
8761,she be sad because it be an emotional evening tape on the same evening as the award show when she just give her speech besides no will ever allow her to age,Non_hope_speech,32.0
6186,bear i notice you mention that slave be democratic party thing i i wonder how the racist democratic party elect obama how do that happen republicans hate obama can you explain that,Non_hope_speech,32.0
8750,hey i be go to study electromechanical engineer but didt pay very attention to this i never think that all the student will be boy omg i be scare where do get,Non_hope_speech,32.0
4579,taylor you know some people say it to try to shut down other who have different opinion that them people who they call homophobic which be false but they still do it,Non_hope_speech,32.0
3869,it be bad than that the girl who want to do it but have trouble understanding also get move to home economic class if the teacher think it be true why try,Non_hope_speech,32.0
19868,castel hatschie i understand the sentiment but alm isnat movement or anything itas only use to speak over people of color ask for change thatas why i retract my statement in comment,Non_hope_speech,32.0
3870,you be very wrong you be not suppose to be say that you be not god there be only judge you my friend need to repent right now and ask for forgiveness,Non_hope_speech,32.0
2703,black life matternwhite live matternasian life matternaustralian life matter ni mean be no go to stop me cus i will be here all daynall live matter but so do freedom of speech,Hope_speech,32.0
6997,do you guy know you be prohpet william marrion branham he say gay bisexual etc be worldly and his prophet be his word in flesh and have you read the sripture no,Non_hope_speech,32.0
513,windsora just because you witness specific circumstance in your life do not by any mean prevent someone in an entirely different set of circumstance from experience another nnbut what do i know,Non_hope_speech,32.0
18919,thecounterpointer why be not it possible for our society to focus on broaden horizon for woman and help boy get through the educational grindhousenni think our educational system could be vastly improve,Hope_speech,32.0
13735,this be the stupid question i have ever hear any reasonable adult should know the answer to this nall live matter statement be invent purely to delegitimize the cause pure and simple,Non_hope_speech,32.0
2681,this be perfect example of america not learn from its mistake i feel like the news in its infinity have pit us all against each other in hate do not buy in,Non_hope_speech,32.0
6258,i have never see protest about group failure as whole this be strange they be celebrate their single household and the lack of devotion to each other satan have crush their soul,Non_hope_speech,32.0
17170,iam female marine engineer and also graduate from naval academy with rank of nd lieutenant reservist and i use to work as third mechanic engineer onboard very large crude oil tanker vessel,Hope_speech,32.0
2104,i think this be go to be another i need feminism because speech what pleasant surprise to wind up be move and uplifted by her talkninstead of gripe about all the problem,Hope_speech,32.0
13949,lgbt individual be all equal like everyone else change country if you do not want to live with the difference madonna be the singer who have sell the most record and tour,Non_hope_speech,32.0
9272,linnet i have be read recently that there be difference in how male and female brain work and how most woman struggle in high intellectual job such as stem to be honest,Non_hope_speech,32.0
15473,for jesus christ alm all live matter he die and resurrect for remission of everybody pre existing sin to save from eternal hell accept him be save from eternal hell for free,Hope_speech,32.0
19956,aelor omfg all live do matter but atm blm because lot of black be die as result of police brutality and racism if kid get hurt and be in need kf bandage,Non_hope_speech,32.0
15541,when tell my teacher want to be an engineer he assume want to do that so could find guy to marry because you know the majority be guy so yeah that sad,Hope_speech,32.0
18441,inzodda ii trump be the get help from putin and as john bolton say he want china help also then there be ukraine lol you idiot be really guilty of be dumb,Non_hope_speech,32.0
14266,and that be terrible but slavery be go on not mile at any time from where person stand feel for flyod and his fam but no way support that bunch of moron,Non_hope_speech,32.0
14265,no they be deflect from the blm movement by assume that it mean black lives matter and other life do not when really it go like thisnall live matternblack life be livesntherefore,Non_hope_speech,32.0
4204,tony timpa in be white man murder by the police on camera and he beg for his life over time i bet you guy do not know that who care his white,Non_hope_speech,32.0
4564,all life matter this be america nand emigrant land we have people from all over the world and the law be for everyone in america no matter color or social status dd,Non_hope_speech,32.0
4202,kris lmao the only sin here be that youare judge them by tell them how to live the life god tell them to live the way they want to which in turn,Non_hope_speech,32.0
4714,the girl with the red sweater handle that conversation so well i be lgbtq and i wouldnat have be offend have conversation with her she be nice and still respect the guy,Hope_speech,32.0
4538,i like the way you just ignore current slavery and obama literally kill off the person to free him for material gain the love of money be the root of all evil,Non_hope_speech,32.0
14117,i sense that the silent majority have very nationalistic principle be develop because of this madness be careful with what you think in response to these disgusting idiot who be anti society,Non_hope_speech,32.0
4172,i do not think there be anything wrong with personally disagree with homosexuality as long as you still respect the lgbtq community and be not nasty to anyone because of their sexuality,Hope_speech,32.0
6007,meanwhile the rest of the public be go who the hell be that guy oh gee i guess that swell but i do not really care about dead man plus year ago,Non_hope_speech,32.0
17264,economic balance have be shake only due to people be so efen lacy when my father explain to me about the bad economy back in he also say it can be beat,Non_hope_speech,32.0
22111,mac agree there be many slave trade happen there and there be stupid law like if you run away from your master ypu will be inprisone which kind of support slave trade,Non_hope_speech,32.0
2000,what strong man to go through that abuse super happy that he stay himself and that he can talk about it be glad this generation we can understand that everyone be different,Hope_speech,32.0
4484,i be male who choose to change from be an engineer to be early childhood teacher when i turn everyday i tell all the child i care for that they be engineer,Hope_speech,32.0
13701,baker i have read your comment umpteen time and i be none the wiser i must conclude it be just gathering of word from the conspiracy theorist lexicon good laugh of all,Non_hope_speech,32.0
19772,as christian i can not stand it when people hide behind their faith in order to be bigote like youare say youare homophobe but you canat admit itas because youare crap person,Non_hope_speech,32.0
19226,why be it bad that she do not agree with it you people literally want everyone in the world to conform to your idea because its what you agree with news flash,Non_hope_speech,32.0
4657,they have piss lot of people off now they call us white supremacist after we give them equality free healthcare free school free benerfit and free housing trust me war be come,Non_hope_speech,32.0
4784,i fear this behaviour towards our police and our country will demonize them in the eye of people who be not prejudice and only perpetuate the opinion of those who already be,Non_hope_speech,32.0
21953,eugene birukov i donat know what else to do itas be explain enough i believe you guy donat want to understand and just want to perform right wing agitation but itas ok,Non_hope_speech,32.0
12859,galileo galilei depend on what you prioritize and aim for humanistic approach would put human first goal base approach would sacrifice human for new and well invention jump in between be fun,Non_hope_speech,32.0
19280,people need to stay where they be if you be bear male then be male if you be bear female then be femalenni think homosexuality be just not make any sense mean,Non_hope_speech,32.0
9534,she be so about on the verge of tear this be pure she be an awesome human being i love you madonnanthanks for all you have do i come out this year,Hope_speech,32.0
660,patel have not get an eff clue her inability to understand the reason for the protester action demonstrate how out of touch she be with the whole issue of oppression and inequality,Non_hope_speech,32.0
12878,what message be we send to our youth iam asian what do i tell my kid when they see people yell ablma and they ask awhat about us daddya nthis be very,Non_hope_speech,32.0
6825,they could notify bristol councillor mark weston and he could dive in and retrieve it and have it melt down and turn into statue of bristolian isambard kingdom brunel far more worthy,Non_hope_speech,32.0
13124,all life do matter black white brown red yellow they all matter with that be say quit place value on anyones life that try to take mine nomatter what color they be,Hope_speech,32.0
6696,why because blm supporter think they be well people if you do not support thm that make you evil therefore other people be inferior people and inferior people life do not matter,Non_hope_speech,32.0
19464,such bs who do you know that doesnat think black life matter name reverse racism here itas ok to be white and other stop teach your youth that all cop be bad,Non_hope_speech,32.0
13018,hey emikas ni volunteer at an emotional support site call cups and we help number of teen or adult who have difficulty come out to their friend and family before come out,Non_hope_speech,32.0
19509,this be such brainwash bullshit all live mattern they hold demonstration because of murder gangster and drug addict who pose threat to society and talk about them as saint from the bible,Non_hope_speech,32.0
15972,exactly i be think of several extremely famous part of the bible illustrate these exact point i be just be sarcastic because so many american conservative insist on have military type gun,Non_hope_speech,32.0
16987,i can not come out of the closet to my family because my grandma would kick me out of the house and disown me and i will have no where to go,Non_hope_speech,32.0
22028,sheriff clark have something about him that just scream respect i can see why he be sheriff every word he speak make me think everyone else seem to just be mostly squawk,Non_hope_speech,32.0
19208,tian no play the victim card i be sure asians face racism as well the movement of blm be about all people that why you see all race take apart of protest,Non_hope_speech,32.0
19667,so at this time and for long time black and brown be abuse and murder at high rate so itas nothing wrong with accentuate and point out the obvious what about statistic,Non_hope_speech,32.0
13678,harry morgan omg i wish we could iam soo tired of be silent on all social medium in fear of be paint racist just because i donat agree with their liberal rant,Non_hope_speech,32.0
8720,lgbt individual be all equal like everyone else change country if you do not want to live with the difference madonna be the singer who have sell the most record and tour,Non_hope_speech,32.0
21801,arreola i never say the people be racist just check my post again i say the blm slogan be racist you twist my word i assume this be not intentional take care,Non_hope_speech,32.0
22011,lgbt individual be all equal like everyone else change country if you do not want to live with the difference madonna be the singer who have sell the most record and tour,Non_hope_speech,32.0
8564,eugene birukov you be an white immigrant an still get high chance than an afro american to get job and earn yourself living and still donat see white privilege come on bro,Non_hope_speech,32.0
6334,these poor woman have to suffer with their figure salary while interact with white man these woman be literally among the most privileged people in the world go fuck yourself dislike unsubbed,Non_hope_speech,32.0
9581,you be all blind they be use you as tool you have be brainwash all of you live by the medium open you eyes there be lot of people from this ethnicity,Non_hope_speech,32.0
17054,i would even go as far as to say all people who want to go into any kind of stem should watch this while it be mainly about get girl into engineering,Hope_speech,32.0
17116,i be roman catholic i believe that we should not mistreat member of the lgbt community we should always treat them with respect and to love them with godas grace and power,Hope_speech,32.0
21813,jesus christ man the amount of butt hurt you be let off be enough to power small africa country let it go bro you only look more stupid as you keep argue,Non_hope_speech,32.0
19099,davis when i write this comment i be very angry about the fact that people can not say all life matter and i sincerely apologize for the way the comment come out,Non_hope_speech,32.0
6384,i be proud of my colonial statue in my land it remind to be proud of my ancestor achievement and even prouder that i be part of race that rule the world,Non_hope_speech,32.0
13488,it be nothing but propaganda for election people be idiot to get in this scheme nwhy no protest when million kill in middle east by american soldier which be black and white,Non_hope_speech,32.0
6428,but wait minute that scientist guy wear that shirt so the feminist wacko say that mean you can not be an engineer sorry you be go to have to find another job,Non_hope_speech,32.0
3933,who be you to tell her to repent be you god yourself leave her be she be happy and she do not need you or anyone to tell her what to do,Non_hope_speech,32.0
2530,oh yeah that rite almost forget only white people be racist if your of different race or color you can not be racist your exempt from ever be racist that be rite,Non_hope_speech,32.0
2604,so if white people say the word thatas segregation against their freedom of speech but if black people say black life matter thatas not segregate all other life this be twist af,Non_hope_speech,32.0
8872,your life do not matter just because you be any race your life matter if you be not race bait piece of human garbage if you do not think my life matter,Non_hope_speech,32.0
12541,i love that mani i will never forget get him olny if he be alive to see this rip black lifes mater today be the day we black be go take powe,Non_hope_speech,32.0
26,randomgirlwhosings why do she feel the need to have to agree or not agree with someonea sexuality why do any christian itas really weird there be nothing for you to aagreea with,Hope_speech,32.0
15042,she be sad because it be an emotional evening tape on the same evening as the award show when she just give her speech besides no will ever allow her to age,Non_hope_speech,32.0
14973,hot ice it would be completely fair to shout ablack life mattera if black people be be asystemically oppresseda if you can show me law that actively discriminate against people of color,Non_hope_speech,32.0
14545,lgbt individual be all equal like everyone else change country if you do not want to live with the difference madonna be the singer who have sell the most record and tour,Non_hope_speech,32.0
8916,rae i never say that i support them it be just annoying to see some christians think they understand certain part of the bible when they obviously do not like in corinthians,Non_hope_speech,32.0
3201,george floyd be criminal tho it sad that he die and the police officer be pay for it but why all the violence for criminal that have spend yr in jail almost,Non_hope_speech,32.0
15236,jenny yao i be ask for with strong protection against misandric discrimination males in those profession be double victim of capitalism wage scale inequality and also sexism against man in those profession,Hope_speech,32.0
3357,we should really ask why our little girl get so happy when they be praise aprettya not only girl but grown up too this culture be wrong love your self eh why,Non_hope_speech,32.0
17910,renegade shep love his carnifex hand cannon well maybe you should take your complaint up with candace owens so do you presume to tell me what to do oh by the way,Non_hope_speech,32.0
8418,and we pay african slave owner to give up the slave trade no ever talk about the massive debt the uk get into pay slave owner and other country to end slavery,Non_hope_speech,32.0
1825,i be christian but i choose not to judge it be not my place to judge other and so i love everyone plus i may be lil bi so there be thatda,Hope_speech,32.0
18114,wolfie it do not make us alt right for say that these people just keep complain this be why trump win we be feed up with people create problem out of nothing,Non_hope_speech,32.0
4291,i mean where pretty much just mop up the odd law about give blood while be gay at least in the uk and as far as i can tell the us too,Non_hope_speech,32.0
181,paul i do not think you actually read my statement i do not say you should now change the slogan from blm to alm it be mildly annoying to say the least,Non_hope_speech,32.0
3681,they could have choosen to stop trade and make profit from slavery the other probaly have follow not to salel their own people stop make the in need and poor look bad,Non_hope_speech,32.0
20189,i love this guy i be not big on police but i will tell you what i respect the hell out of the guy i think sheriff clark should run for president,Non_hope_speech,32.0
21671,brown it be not an assumption when black live matter and antifa lock people inside building and then set it on fire that be not protest nor riot it be domestic terrorism,Non_hope_speech,32.0
15402,this story be so sad and really show how horrible human being can be all i want to do be give this poor guy hug and beat his whole family with book,Non_hope_speech,32.0
20283,mia majano i donat think it have anything to do with be rude xd i donat think it will be as bad though for that girl she be fairly respectful about it,Non_hope_speech,32.0
3233,i do not fit in but our little girl willnthis be so beautiful and i honestly start get emotional this be similar to what i saynthere may not be hope for me,Hope_speech,32.0
9873,we need more male engineer who can work with hand in emergency situation not queen of england who give order to technician engineering be suitable for male woman will always be misfit,Non_hope_speech,32.0
4384,painter you be uneducated and refuse to learn all live matter have come to be protest against blm that may not be how it start or how some people use that word,Non_hope_speech,32.0
7330,someone from lebanon tweet earlier this year about an advert she see sell black woman presumably from sub saharan africa the slave trade be still alive and well in the middle east,Non_hope_speech,32.0
16421,ballisticpacifist generalize at all be toxic plain and simplennnow back to the respect thingnyou donat have to agree with someonea life to respect them i donat agree with my friend date person,Non_hope_speech,32.0
17984,the issue be blm be fund by george soros son as political matter pun intend all live mater be just fact get it most americans will not and they count on it,Non_hope_speech,32.0
3312,the only one who see jesus as specific color be those who judge by color and not by action its be jesus message to the world be what count and count now,Non_hope_speech,32.0
5521,as an american jew i can not support an antizionism aka antisemitism movement whose platform declare my beloved eretz israel an apartheid state practice genocide on the palestinian squatter populationnngeyhn gezinterhayt nshalom,Non_hope_speech,32.0
17938,the black live matter movement remind me lot of the black panther movement in the late they protest pretty much the same ideal but be shut down by corrupt cop later on,Non_hope_speech,32.0
14829,not everyone be supportive of my choice and i have lose some friend because they do not believe i can do it it be great though wish i have friend like yours,Hope_speech,32.0
1764,girl love girl and boysngirls love girl and boysnand never do i think that inwould be cought in the way you get mencause girl love girl and boysnand love be not choice,Non_hope_speech,32.0
8473,just because you be lesbian and christian do not mean you be religion support what you do and as far as i know christianity stance on homosexuality be that it be sin,Non_hope_speech,32.0
3705,blake eloise actually you can have an opinion on someone elseas life itas perfectly normal and okay just as long as you be not physically hurt or place them in harm way,Non_hope_speech,32.0
17831,i recently see leafy thing on that guy what piece of shit first time i hear about him be that he be just big asshole on the net next to bret keen,Non_hope_speech,32.0
14533,brandonshmandon why do they have funeral for jospeh stalin even though he starve kill all his rival and send people to work in siberian work camp for the rest of their life,Non_hope_speech,32.0
20034,more polical us people like slaver for pay more taxe and free time with the family we no havent so what expect future people why america do more troble in the world,Non_hope_speech,32.0
1722,coin be you stupid iam black and i say that black life donat matter if someone get kill you need to read the last comment again before you start call me racist,Non_hope_speech,32.0
14400,i feel so sorry for this person he seem so lovely iam so sorry to anyone out there who be go through this torture if you wanna talk about it leave comment,Hope_speech,32.0
3089,sheriff clarke be awesome he want everyone to be accountable regardless of race or circumstance he call the democrats whore for vote love this man he need to run for national office,Non_hope_speech,32.0
12410,we be so diversified we have every race in the world here but only black life matter and only black life get the brunt of racism that pretty much say it all,Non_hope_speech,32.0
20078,be there other statue of slave trader still up in the uk they should all be remove immediately it be shameful that they be ever even put up in the first place,Non_hope_speech,32.0
5353,that boy who want advice on how to be there for his friend be so sweet i hope he never change and stay just as sweet and kind when he grow up,Hope_speech,32.0
9955,hello everyone black people be very close to god harm any black human will bring lot of unhappiness and sarrow first people board to heaven be black human love them and peace,Non_hope_speech,32.0
9355,i have be part of the poor population prison and homeless i get out of it all because i do not give up and discrimination have occur many time towards me ntattoos,Non_hope_speech,32.0
15144,amolly cone so you think your god be superior to all other god across countless culture around the world and the because you just so happen to be raise into it wow,Non_hope_speech,32.0
22477,rl noob ikr that audience be happy and all when someone stand for their own race but when itas different race they get all defensive and make themselves look like the victim,Non_hope_speech,32.0
18270,he do not even have legacy because everyone will forget about this time where all the people that riot look themselves in the mirror and say to themselves i be an idiot,Non_hope_speech,32.0
12428,not sure why you be so vehement about this do any researchngoogle stanford product design and click on the second link not sure why it will not let me post urlnat stanford,Non_hope_speech,32.0
9115,kitty taking contentions with blm simply base off the the premise of the slogan blm be itself racist notice how most people contention with alm be not with the the slogan itself,Non_hope_speech,32.0
20992,driscolla bear to be and engineer vs bear with inclination be completely different thing nyes they be different of course but so not so much in the context of what i be say,Non_hope_speech,33.0
4748,there be special place in hell for people that say black life dont matter because they do i may be white but just because of our skin color we shouldnat be treat different,Non_hope_speech,33.0
2568,dan howley and itas sadly work i feel like so many of the people at my high school be young democrats iam basically young republican because my view mainly align with the right,Non_hope_speech,33.0
13505,the far leave use black life matter because their agenda be to power minority against majority americans should not fall for the agenda of far leave as long as the law above all,Non_hope_speech,33.0
6733,guess how i come out of the closet well i didnat have to my ex good friend do it for me and guess what she do she be the first person i tell,Hope_speech,33.0
22440,fox called scrappy tail depend upon whether you need evidence to be believer or lack evidence you do not believe some people say you have to disprove the existence of god other say,Non_hope_speech,33.0
6719,the main funding for these group blm and antifa be come in from democrat party and george soros ask yourselves why would they fund these radical groups power and controle by cause division,Non_hope_speech,33.0
13468,why be people still reply to my comment from month ago i be only joke but you know iam actually start to develop real hatred towards gay thank to the like of you,Non_hope_speech,33.0
17101,yes we know every life matter but weare try to focus on black life right seeing as what they be go through but definitely not say that every other life do not matter,Non_hope_speech,33.0
3338,sheriff be elect official that answer to the voter police be bureaucrat they be not elect they do not have constitutional legal right over sheriff sheriff be the only constitutional illegal law enforcement,Non_hope_speech,33.0
11107,do you have any fact or number to backup your comment other than anecdotal evidence please share with us the information that show majority of americans do not support black live matter again,Non_hope_speech,33.0
19186,pass thank you for this response bc yes some catholics have do horrid thing but that be not bc of catholicism but bc they give in to sin and they be bad people,Hope_speech,33.0
22375,have see blm protester brutally attack people for say all life matter them do that seem that they think white life and asian life and indian life and mexican life do not matter,Non_hope_speech,33.0
551,his past action do not mean shit he learn and serve his sentence for itnnit be still wrong for him to die by have his air constrict and be literally beg to breathe,Non_hope_speech,33.0
7936,i work for tech company and recently conduct job interview at local engineering school less than of the candidate be woman as much as we support and strive for diversity in our company,Hope_speech,33.0
575,i be so glad my parent always give me puzzle and remote control car and let me tinker on small appliance as kid i be never draw to baby doll and princess shit,Hope_speech,33.0
21946,milis sa seomra spraoi who do you think have work hard for decade to pay for the building and infrastructure you enjoy today i bet itas not you i bet youare sponging tw,Non_hope_speech,33.0
13210,its not race its the fact that kid be be raise by the street got dad nwe have get to get dad back into the home and the mothers to get marry first,Non_hope_speech,33.0
17657,itas rude to attack someone who talk and the other person interrupt i applaud the cop say black life matter be say remember us to stop no be stupid shame on you guy,Non_hope_speech,33.0
15080,why do the police not intervene that statue could have be remove properly without the violence that be start to worry lot of people the way thing be go be the wrong direction,Hope_speech,33.0
8640,because that never happen people just like to brand cop killer as blm after the fact to set up false narrative none of the killer have any tie to blm besides be black,Non_hope_speech,33.0
19422,the stupid person bring it on he wood rather protest and die with the virus when he get sick hope he dose not expect the doctor and nurse to look after him prat,Non_hope_speech,33.0
17058,all life do matter regardless of race period there be good and bad people of all race we all need to come together and stop let the medium separate us this be ridiculous,Hope_speech,33.0
20978,because be straight be the norm and people assume that everybody be straight because lot of people be homophobic you grow up hate yourself and be fearful to say who you truly be,Hope_speech,33.0
3948,michael bledsoe be not as far as you could get for an election lol after the election be as close as you can get because it turn out you canat influence past election,Non_hope_speech,33.0
15941,perhaps it be controversial because it miss the point when another black person be kill over something very minor by the police if they be to protest with sign say all life matter,Non_hope_speech,33.0
19448,the guy in the middle for his top he where be he be so way more qualified than obama how do obama get in well this guy be totally get his stuff together,Non_hope_speech,33.0
5287,afeele as i didnat fit ina go against the norm could teach us more than just follow the crowd sometimes namaste mi bella donna the only danger in the world be hate so,Non_hope_speech,33.0
11331,blm not in chicago for almost year of genocide stop kill each other from the unborn to the elder god be go to send all you evil demon to hell in gasoline drawer,Non_hope_speech,33.0
17104,i have see hundred of madonna interview and this be completely genuine she be honestly emotional in this will always love her for fighting for my community and other who have be marginalise,Non_hope_speech,33.0
1461,they always have these coconut represent for black people especially that david guy on the left we all they all life should be matter but america do not act as if it be,Non_hope_speech,33.0
10903,willholt you tell me what honest statement about black people have you make why be you make them do you know any black people what be you afraid of do black life matter,Non_hope_speech,33.0
15656,why be it controversal hum let us think minute maybe all life do not matter and until black life matter and have the same equality as other then how can all life matter,Non_hope_speech,33.0
22524,ai be religious but itas not mean to hate everybody because hatea not go to get you anywhere in the world god give us choice and my choice be to loveannaweew wow dss,Hope_speech,33.0
21401,y all would flip if we have white life matter protest or all life matter but its perfectly acceptable to have an only black life matter protest and call all white racist hmm,Non_hope_speech,33.0
14453,deville if there be anything stupid say its what you have just write mate know what your talk about before you write such narrow minded non sense be not even from the us,Non_hope_speech,33.0
9610,you have to go down the tree of what the radical left consider in at the moment right now i think the sexuality of the black guy would matter if he be straight,Non_hope_speech,33.0
1168,all i get from that waffle be that you be ok with begin sexist as long as it be towards man there be nothing wrong with have predominantly male orient field you know,Non_hope_speech,33.0
22142,if my kid be beat with bible from person i wouldave take glass bottle of lemon juice and smash it on the person face and let the lemon juice soak into their eye,Non_hope_speech,33.0
4988,btw it be not just in engineering but any field where man dominate i even see that inability sometimes in sport because of the type environment girl get at young age love ya,Hope_speech,33.0
1383,dees and which violent racial episode be this be kill by policea or the rioter take advantage of the movement by burn down citiesnnallivesmattera be justa phrase use to silence the blacklivesmatter movement,Non_hope_speech,33.0
13988,why be it that democrate social leftist be in charge of most of these place be black life be be distroye black americans you better start open you eye and find the truth,Non_hope_speech,33.0
17299,my dad black and my mum white nni wouldnat just say black life matter that would make my mum feel less important in the world same the other way round all lives matter,Non_hope_speech,33.0
11221,duncan they blame trump for everything but just remember when obama be in office and the current event that be go on black people do not go after him for any of that,Non_hope_speech,33.0
5898,to those that think black lives matter be wrong thing to say need to hear this black lives matter movement do not mean that black live matter and your or other life not,Non_hope_speech,33.0
3090,wow literally astound by the hate the st commenter put in just after the video be post you must follow her just to hate her what life for you whereas your head at,Non_hope_speech,33.0
15464,they be hold here for deportation and be cage up like animal i would hope these people offend by someone say all life matter would find that wrong cuz their life matter too,Non_hope_speech,33.0
968,how about black life be equal because they be still the center of the topic and they just seek equality which this country have prove not to have give them in the past,Hope_speech,33.0
21477,when be little girl do not like barbie but my parent keep bring them but keep play with my cousin legos and my teacher use to give me lego when get full mark,Hope_speech,33.0
15525,are you kid i be little hesitant in click video from fox news but i click away hope for objective news however all of these people be just blame democrats thank fox news,Non_hope_speech,33.0
14337,they should say black life matter tooni agree with you that all live matter but it fail to point out that black life be not equal in value to whitesnbase on history sadly,Hope_speech,33.0
5068,poor black they have it so bad half century of affirmative action and endless racial set aside carve out exclusively for them just be not enoughnanyone else here sick to death of this,Non_hope_speech,33.0
3760,i have see hundred of madonna interview and this be completely genuine she be honestly emotional in this will always love her for fighting for my community and other who have be marginalise,Hope_speech,33.0
4950,remove the statue and put it in museum it be good to learn about history instead of try to erase it it will just result in us repeat the same stupid mistake again,Non_hope_speech,33.0
7832,maggie paul what be blm to you youare very passionate on this topic and itad be cool to hear something from your community that isnat slur for once iave have some bad experience,Non_hope_speech,33.0
5694,racism be also virus oppression be bad than death who be it that scientists find their male have low sperm count which ethnicity breed like rabbit yes natural selection be already in progress,Non_hope_speech,33.0
3639,slotan nnso youare take the rhetoric of few individual ariotersa not protestor and make sweeping generalization about an organization message regard the unfair treatment of black people and how the law be apply,Non_hope_speech,33.0
2635,i have grow up love madonna see her at wembley blonde ambition tour in when be she be the only singer have follow through my life and always will i love you madonna,Non_hope_speech,33.0
9176,just because we say all life do not mean we do not support black life we be simply say all live because if everyone be separate we can not come together as group,Non_hope_speech,33.0
13634,charles christensen so be the cop that kill george floyd they werenat innocent too wow you single out people out of all the black americans kill wrongfully by police you must be proud,Non_hope_speech,33.0
7706,no mention of retire black policeman david dorn murder try to help his friend protect his business from the rioter or do not black live matter when they be kill their own people,Non_hope_speech,33.0
15335,most white people just will never be able to understand why black people do what they donni do not if it be due to lack of empathy or they just do not care,Non_hope_speech,33.0
9101,i think these black do not know what be happen to the white in south africa they cry over racism in the us uk but those in the africa be the extreme racist,Non_hope_speech,33.0
